sample_dir,subject_name,timestamp,condition,mask_path,spectrum_path
C:\DKFZ\MLData\data\Cat_Pig\Cat_atlas\Cat_0007_kidney\data\P094_OP058_2021_04_30_Experiment1\2021_04_30_11_38_00,P094_OP058_2021_04_30_Experiment1,2021_04_30_11_38_00,baseline,C:\DKFZ\MLData\data\Cat_Pig\Cat_atlas\Cat_0007_kidney\data\P094_OP058_2021_04_30_Experiment1\2021_04_30_11_38_00\_hypergui_1\mask.csv,C:\DKFZ\MLData\data\Cat_Pig\Cat_atlas\Cat_0007_kidney\data\P094_OP058_2021_04_30_Experiment1\2021_04_30_11_38_00\_hypergui_1\spectrum_fromCSV1_(500.0-995.0)_masked_data.xlsx
C:\DKFZ\MLData\data\Cat_Pig\Cat_atlas\Cat_0007_kidney\data\P094_OP058_2021_04_30_Experiment1\2021_04_30_11_38_16,P094_OP058_2021_04_30_Experiment1,2021_04_30_11_38_16,baseline,C:\DKFZ\MLData\data\Cat_Pig\Cat_atlas\Cat_0007_kidney\data\P094_OP058_2021_04_30_Experiment1\2021_04_30_11_38_16\_hypergui_1\mask.csv,C:\DKFZ\MLData\data\Cat_Pig\Cat_atlas\Cat_0007_kidney\data\P094_OP058_2021_04_30_Experiment1\2021_04_30_11_38_16\_hypergui_1\spectrum_fromCSV1_(500.0-995.0)_masked_data.xlsx
C:\DKFZ\MLData\data\Cat_Pig\Cat_atlas\Cat_0007_kidney\data\P094_OP058_2021_04_30_Experiment1\2021_04_30_11_38_38,P094_OP058_2021_04_30_Experiment1,2021_04_30_11_38_38,baseline,C:\DKFZ\MLData\data\Cat_Pig\Cat_atlas\Cat_0007_kidney\data\P094_OP058_2021_04_30_Experiment1\2021_04_30_11_38_38\_hypergui_1\mask.csv,C:\DKFZ\MLData\data\Cat_Pig\Cat_atlas\Cat_0007_kidney\data\P094_OP058_2021_04_30_Experiment1\2021_04_30_11_38_38\_hypergui_1\spectrum_fromCSV1_(500.0-995.0)_masked_data.xlsx
C:\DKFZ\MLData\data\Cat_Pig\Cat_atlas\Cat_0007_kidney\data\P094_OP058_2021_04_30_Experiment1\2021_04_30_11_39_09,P094_OP058_2021_04_30_Experiment1,2021_04_30_11_39_09,baseline,C:\DKFZ\MLData\data\Cat_Pig\Cat_atlas\Cat_0007_kidney\data\P094_OP058_2021_04_30_Experiment1\2021_04_30_11_39_09\_hypergui_1\mask.csv,C:\DKFZ\MLData\data\Cat_Pig\Cat_atlas\Cat_0007_kidney\data\P094_OP058_2021_04_30_Experiment1\2021_04_30_11_39_09\_hypergui_1\spectrum_fromCSV1_(500.0-995.0)_masked_data.xlsx
C:\DKFZ\MLData\data\Cat_Pig\Cat_atlas\Cat_0007_kidney\data\P094_OP058_2021_04_30_Experiment1\2021_04_30_11_39_27,P094_OP058_2021_04_30_Experiment1,2021_04_30_11_39_27,baseline,C:\DKFZ\MLData\data\Cat_Pig\Cat_atlas\Cat_0007_kidney\data\P094_OP058_2021_04_30_Experiment1\2021_04_30_11_39_27\_hypergui_1\mask.csv,C:\DKFZ\MLData\data\Cat_Pig\Cat_atlas\Cat_0007_kidney\data\P094_OP058_2021_04_30_Experiment1\2021_04_30_11_39_27\_hypergui_1\spectrum_fromCSV1_(500.0-995.0)_masked_data.xlsx
C:\DKFZ\MLData\data\Cat_Pig\Cat_atlas\Cat_0007_kidney\data\P094_OP058_2021_04_30_Experiment1\2021_04_30_11_39_44,P094_OP058_2021_04_30_Experiment1,2021_04_30_11_39_44,baseline,C:\DKFZ\MLData\data\Cat_Pig\Cat_atlas\Cat_0007_kidney\data\P094_OP058_2021_04_30_Experiment1\2021_04_30_11_39_44\_hypergui_1\mask.csv,C:\DKFZ\MLData\data\Cat_Pig\Cat_atlas\Cat_0007_kidney\data\P094_OP058_2021_04_30_Experiment1\2021_04_30_11_39_44\_hypergui_1\spectrum_fromCSV1_(500.0-995.0)_masked_data.xlsx
C:\DKFZ\MLData\data\Cat_Pig\Cat_atlas\Cat_0007_kidney\data\P094_OP058_2021_04_30_Experiment1\2021_04_30_11_44_13,P094_OP058_2021_04_30_Experiment1,2021_04_30_11_44_13,baseline,C:\DKFZ\MLData\data\Cat_Pig\Cat_atlas\Cat_0007_kidney\data\P094_OP058_2021_04_30_Experiment1\2021_04_30_11_44_13\_hypergui_1\mask.csv,C:\DKFZ\MLData\data\Cat_Pig\Cat_atlas\Cat_0007_kidney\data\P094_OP058_2021_04_30_Experiment1\2021_04_30_11_44_13\_hypergui_1\spectrum_fromCSV1_(500.0-995.0)_masked_data.xlsx
C:\DKFZ\MLData\data\Cat_Pig\Cat_atlas\Cat_0007_kidney\data\P094_OP058_2021_04_30_Experiment1\2021_04_30_11_44_37,P094_OP058_2021_04_30_Experiment1,2021_04_30_11_44_37,baseline,C:\DKFZ\MLData\data\Cat_Pig\Cat_atlas\Cat_0007_kidney\data\P094_OP058_2021_04_30_Experiment1\2021_04_30_11_44_37\_hypergui_1\mask.csv,C:\DKFZ\MLData\data\Cat_Pig\Cat_atlas\Cat_0007_kidney\data\P094_OP058_2021_04_30_Experiment1\2021_04_30_11_44_37\_hypergui_1\spectrum_fromCSV1_(500.0-995.0)_masked_data.xlsx
C:\DKFZ\MLData\data\Cat_Pig\Cat_atlas\Cat_0007_kidney\data\P094_OP058_2021_04_30_Experiment1\2021_04_30_11_44_58,P094_OP058_2021_04_30_Experiment1,2021_04_30_11_44_58,baseline,C:\DKFZ\MLData\data\Cat_Pig\Cat_atlas\Cat_0007_kidney\data\P094_OP058_2021_04_30_Experiment1\2021_04_30_11_44_58\_hypergui_1\mask.csv,C:\DKFZ\MLData\data\Cat_Pig\Cat_atlas\Cat_0007_kidney\data\P094_OP058_2021_04_30_Experiment1\2021_04_30_11_44_58\_hypergui_1\spectrum_fromCSV1_(500.0-995.0)_masked_data.xlsx
C:\DKFZ\MLData\data\Cat_Pig\Cat_atlas\Cat_0007_kidney\data\P095_OP059_2021_05_02_Experiment1\2021_05_02_13_37_30,P095_OP059_2021_05_02_Experiment1,2021_05_02_13_37_30,baseline,C:\DKFZ\MLData\data\Cat_Pig\Cat_atlas\Cat_0007_kidney\data\P095_OP059_2021_05_02_Experiment1\2021_05_02_13_37_30\_hypergui_1\mask.csv,C:\DKFZ\MLData\data\Cat_Pig\Cat_atlas\Cat_0007_kidney\data\P095_OP059_2021_05_02_Experiment1\2021_05_02_13_37_30\_hypergui_1\spectrum_fromCSV1_(500.0-995.0)_masked_data.xlsx
C:\DKFZ\MLData\data\Cat_Pig\Cat_atlas\Cat_0007_kidney\data\P095_OP059_2021_05_02_Experiment1\2021_05_02_13_37_49,P095_OP059_2021_05_02_Experiment1,2021_05_02_13_37_49,baseline,C:\DKFZ\MLData\data\Cat_Pig\Cat_atlas\Cat_0007_kidney\data\P095_OP059_2021_05_02_Experiment1\2021_05_02_13_37_49\_hypergui_1\mask.csv,C:\DKFZ\MLData\data\Cat_Pig\Cat_atlas\Cat_0007_kidney\data\P095_OP059_2021_05_02_Experiment1\2021_05_02_13_37_49\_hypergui_1\spectrum_fromCSV1_(500.0-995.0)_masked_data.xlsx
C:\DKFZ\MLData\data\Cat_Pig\Cat_atlas\Cat_0007_kidney\data\P095_OP059_2021_05_02_Experiment1\2021_05_02_13_38_10,P095_OP059_2021_05_02_Experiment1,2021_05_02_13_38_10,baseline,C:\DKFZ\MLData\data\Cat_Pig\Cat_atlas\Cat_0007_kidney\data\P095_OP059_2021_05_02_Experiment1\2021_05_02_13_38_10\_hypergui_1\mask.csv,C:\DKFZ\MLData\data\Cat_Pig\Cat_atlas\Cat_0007_kidney\data\P095_OP059_2021_05_02_Experiment1\2021_05_02_13_38_10\_hypergui_1\spectrum_fromCSV1_(500.0-995.0)_masked_data.xlsx
C:\DKFZ\MLData\data\Cat_Pig\Cat_atlas\Cat_0007_kidney\data\P095_OP059_2021_05_02_Experiment1\2021_05_02_13_38_35,P095_OP059_2021_05_02_Experiment1,2021_05_02_13_38_35,baseline,C:\DKFZ\MLData\data\Cat_Pig\Cat_atlas\Cat_0007_kidney\data\P095_OP059_2021_05_02_Experiment1\2021_05_02_13_38_35\_hypergui_1\mask.csv,C:\DKFZ\MLData\data\Cat_Pig\Cat_atlas\Cat_0007_kidney\data\P095_OP059_2021_05_02_Experiment1\2021_05_02_13_38_35\_hypergui_1\spectrum_fromCSV1_(500.0-995.0)_masked_data.xlsx
C:\DKFZ\MLData\data\Cat_Pig\Cat_atlas\Cat_0007_kidney\data\P095_OP059_2021_05_02_Experiment1\2021_05_02_13_38_52,P095_OP059_2021_05_02_Experiment1,2021_05_02_13_38_52,baseline,C:\DKFZ\MLData\data\Cat_Pig\Cat_atlas\Cat_0007_kidney\data\P095_OP059_2021_05_02_Experiment1\2021_05_02_13_38_52\_hypergui_1\mask.csv,C:\DKFZ\MLData\data\Cat_Pig\Cat_atlas\Cat_0007_kidney\data\P095_OP059_2021_05_02_Experiment1\2021_05_02_13_38_52\_hypergui_1\spectrum_fromCSV1_(500.0-995.0)_masked_data.xlsx
C:\DKFZ\MLData\data\Cat_Pig\Cat_atlas\Cat_0007_kidney\data\P095_OP059_2021_05_02_Experiment1\2021_05_02_13_39_09,P095_OP059_2021_05_02_Experiment1,2021_05_02_13_39_09,baseline,C:\DKFZ\MLData\data\Cat_Pig\Cat_atlas\Cat_0007_kidney\data\P095_OP059_2021_05_02_Experiment1\2021_05_02_13_39_09\_hypergui_1\mask.csv,C:\DKFZ\MLData\data\Cat_Pig\Cat_atlas\Cat_0007_kidney\data\P095_OP059_2021_05_02_Experiment1\2021_05_02_13_39_09\_hypergui_1\spectrum_fromCSV1_(500.0-995.0)_masked_data.xlsx
C:\DKFZ\MLData\data\Cat_Pig\Cat_atlas\Cat_0007_kidney\data\P095_OP059_2021_05_02_Experiment1\2021_05_02_13_39_40,P095_OP059_2021_05_02_Experiment1,2021_05_02_13_39_40,baseline,C:\DKFZ\MLData\data\Cat_Pig\Cat_atlas\Cat_0007_kidney\data\P095_OP059_2021_05_02_Experiment1\2021_05_02_13_39_40\_hypergui_1\mask.csv,C:\DKFZ\MLData\data\Cat_Pig\Cat_atlas\Cat_0007_kidney\data\P095_OP059_2021_05_02_Experiment1\2021_05_02_13_39_40\_hypergui_1\spectrum_fromCSV1_(500.0-995.0)_masked_data.xlsx
C:\DKFZ\MLData\data\Cat_Pig\Cat_atlas\Cat_0007_kidney\data\P095_OP059_2021_05_02_Experiment1\2021_05_02_13_39_56,P095_OP059_2021_05_02_Experiment1,2021_05_02_13_39_56,baseline,C:\DKFZ\MLData\data\Cat_Pig\Cat_atlas\Cat_0007_kidney\data\P095_OP059_2021_05_02_Experiment1\2021_05_02_13_39_56\_hypergui_1\mask.csv,C:\DKFZ\MLData\data\Cat_Pig\Cat_atlas\Cat_0007_kidney\data\P095_OP059_2021_05_02_Experiment1\2021_05_02_13_39_56\_hypergui_1\spectrum_fromCSV1_(500.0-995.0)_masked_data.xlsx
C:\DKFZ\MLData\data\Cat_Pig\Cat_atlas\Cat_0007_kidney\data\P095_OP059_2021_05_02_Experiment1\2021_05_02_13_40_14,P095_OP059_2021_05_02_Experiment1,2021_05_02_13_40_14,baseline,C:\DKFZ\MLData\data\Cat_Pig\Cat_atlas\Cat_0007_kidney\data\P095_OP059_2021_05_02_Experiment1\2021_05_02_13_40_14\_hypergui_1\mask.csv,C:\DKFZ\MLData\data\Cat_Pig\Cat_atlas\Cat_0007_kidney\data\P095_OP059_2021_05_02_Experiment1\2021_05_02_13_40_14\_hypergui_1\spectrum_fromCSV1_(500.0-995.0)_masked_data.xlsx
C:\DKFZ\MLData\data\Cat_Pig\Cat_atlas\Cat_0007_kidney\data\P095_OP059_2021_05_02_Experiment1\2021_05_02_13_40_43,P095_OP059_2021_05_02_Experiment1,2021_05_02_13_40_43,baseline,C:\DKFZ\MLData\data\Cat_Pig\Cat_atlas\Cat_0007_kidney\data\P095_OP059_2021_05_02_Experiment1\2021_05_02_13_40_43\_hypergui_1\mask.csv,C:\DKFZ\MLData\data\Cat_Pig\Cat_atlas\Cat_0007_kidney\data\P095_OP059_2021_05_02_Experiment1\2021_05_02_13_40_43\_hypergui_1\spectrum_fromCSV1_(500.0-995.0)_masked_data.xlsx
C:\DKFZ\MLData\data\Cat_Pig\Cat_atlas\Cat_0007_kidney\data\P095_OP059_2021_05_02_Experiment1\2021_05_02_13_41_00,P095_OP059_2021_05_02_Experiment1,2021_05_02_13_41_00,baseline,C:\DKFZ\MLData\data\Cat_Pig\Cat_atlas\Cat_0007_kidney\data\P095_OP059_2021_05_02_Experiment1\2021_05_02_13_41_00\_hypergui_1\mask.csv,C:\DKFZ\MLData\data\Cat_Pig\Cat_atlas\Cat_0007_kidney\data\P095_OP059_2021_05_02_Experiment1\2021_05_02_13_41_00\_hypergui_1\spectrum_fromCSV1_(500.0-995.0)_masked_data.xlsx
C:\DKFZ\MLData\data\Cat_Pig\Cat_atlas\Cat_0007_kidney\data\P095_OP059_2021_05_02_Experiment1\2021_05_02_13_41_17,P095_OP059_2021_05_02_Experiment1,2021_05_02_13_41_17,baseline,C:\DKFZ\MLData\data\Cat_Pig\Cat_atlas\Cat_0007_kidney\data\P095_OP059_2021_05_02_Experiment1\2021_05_02_13_41_17\_hypergui_1\mask.csv,C:\DKFZ\MLData\data\Cat_Pig\Cat_atlas\Cat_0007_kidney\data\P095_OP059_2021_05_02_Experiment1\2021_05_02_13_41_17\_hypergui_1\spectrum_fromCSV1_(500.0-995.0)_masked_data.xlsx
C:\DKFZ\MLData\data\Cat_Pig\Cat_atlas\Cat_0007_kidney\data\P095_OP059_2021_05_02_Experiment1\2021_05_02_13_41_42,P095_OP059_2021_05_02_Experiment1,2021_05_02_13_41_42,baseline,C:\DKFZ\MLData\data\Cat_Pig\Cat_atlas\Cat_0007_kidney\data\P095_OP059_2021_05_02_Experiment1\2021_05_02_13_41_42\_hypergui_1\mask.csv,C:\DKFZ\MLData\data\Cat_Pig\Cat_atlas\Cat_0007_kidney\data\P095_OP059_2021_05_02_Experiment1\2021_05_02_13_41_42\_hypergui_1\spectrum_fromCSV1_(500.0-995.0)_masked_data.xlsx
C:\DKFZ\MLData\data\Cat_Pig\Cat_atlas\Cat_0007_kidney\data\P095_OP059_2021_05_02_Experiment1\2021_05_02_13_41_59,P095_OP059_2021_05_02_Experiment1,2021_05_02_13_41_59,baseline,C:\DKFZ\MLData\data\Cat_Pig\Cat_atlas\Cat_0007_kidney\data\P095_OP059_2021_05_02_Experiment1\2021_05_02_13_41_59\_hypergui_1\mask.csv,C:\DKFZ\MLData\data\Cat_Pig\Cat_atlas\Cat_0007_kidney\data\P095_OP059_2021_05_02_Experiment1\2021_05_02_13_41_59\_hypergui_1\spectrum_fromCSV1_(500.0-995.0)_masked_data.xlsx
C:\DKFZ\MLData\data\Cat_Pig\Cat_atlas\Cat_0007_kidney\data\P095_OP059_2021_05_02_Experiment1\2021_05_02_13_42_16,P095_OP059_2021_05_02_Experiment1,2021_05_02_13_42_16,baseline,C:\DKFZ\MLData\data\Cat_Pig\Cat_atlas\Cat_0007_kidney\data\P095_OP059_2021_05_02_Experiment1\2021_05_02_13_42_16\_hypergui_1\mask.csv,C:\DKFZ\MLData\data\Cat_Pig\Cat_atlas\Cat_0007_kidney\data\P095_OP059_2021_05_02_Experiment1\2021_05_02_13_42_16\_hypergui_1\spectrum_fromCSV1_(500.0-995.0)_masked_data.xlsx
C:\DKFZ\MLData\data\Cat_Pig\Cat_atlas\Cat_0007_kidney\data\P095_OP059_2021_05_02_Experiment1\2021_05_02_13_42_40,P095_OP059_2021_05_02_Experiment1,2021_05_02_13_42_40,baseline,C:\DKFZ\MLData\data\Cat_Pig\Cat_atlas\Cat_0007_kidney\data\P095_OP059_2021_05_02_Experiment1\2021_05_02_13_42_40\_hypergui_1\mask.csv,C:\DKFZ\MLData\data\Cat_Pig\Cat_atlas\Cat_0007_kidney\data\P095_OP059_2021_05_02_Experiment1\2021_05_02_13_42_40\_hypergui_1\spectrum_fromCSV1_(500.0-995.0)_masked_data.xlsx
C:\DKFZ\MLData\data\Cat_Pig\Cat_atlas\Cat_0007_kidney\data\P095_OP059_2021_05_02_Experiment1\2021_05_02_13_42_57,P095_OP059_2021_05_02_Experiment1,2021_05_02_13_42_57,baseline,C:\DKFZ\MLData\data\Cat_Pig\Cat_atlas\Cat_0007_kidney\data\P095_OP059_2021_05_02_Experiment1\2021_05_02_13_42_57\_hypergui_1\mask.csv,C:\DKFZ\MLData\data\Cat_Pig\Cat_atlas\Cat_0007_kidney\data\P095_OP059_2021_05_02_Experiment1\2021_05_02_13_42_57\_hypergui_1\spectrum_fromCSV1_(500.0-995.0)_masked_data.xlsx
C:\DKFZ\MLData\data\Cat_Pig\Cat_atlas\Cat_0007_kidney\data\P095_OP059_2021_05_02_Experiment1\2021_05_02_13_43_14,P095_OP059_2021_05_02_Experiment1,2021_05_02_13_43_14,baseline,C:\DKFZ\MLData\data\Cat_Pig\Cat_atlas\Cat_0007_kidney\data\P095_OP059_2021_05_02_Experiment1\2021_05_02_13_43_14\_hypergui_1\mask.csv,C:\DKFZ\MLData\data\Cat_Pig\Cat_atlas\Cat_0007_kidney\data\P095_OP059_2021_05_02_Experiment1\2021_05_02_13_43_14\_hypergui_1\spectrum_fromCSV1_(500.0-995.0)_masked_data.xlsx
C:\DKFZ\MLData\data\Cat_Pig\Cat_atlas\Cat_0007_kidney\data\P095_OP059_2021_05_02_Experiment1\2021_05_02_13_47_28,P095_OP059_2021_05_02_Experiment1,2021_05_02_13_47_28,baseline,C:\DKFZ\MLData\data\Cat_Pig\Cat_atlas\Cat_0007_kidney\data\P095_OP059_2021_05_02_Experiment1\2021_05_02_13_47_28\_hypergui_1\mask.csv,C:\DKFZ\MLData\data\Cat_Pig\Cat_atlas\Cat_0007_kidney\data\P095_OP059_2021_05_02_Experiment1\2021_05_02_13_47_28\_hypergui_1\spectrum_fromCSV1_(500.0-995.0)_masked_data.xlsx
C:\DKFZ\MLData\data\Cat_Pig\Cat_atlas\Cat_0007_kidney\data\P095_OP059_2021_05_02_Experiment1\2021_05_02_14_14_49,P095_OP059_2021_05_02_Experiment1,2021_05_02_14_14_49,baseline,C:\DKFZ\MLData\data\Cat_Pig\Cat_atlas\Cat_0007_kidney\data\P095_OP059_2021_05_02_Experiment1\2021_05_02_14_14_49\_hypergui_1\mask.csv,C:\DKFZ\MLData\data\Cat_Pig\Cat_atlas\Cat_0007_kidney\data\P095_OP059_2021_05_02_Experiment1\2021_05_02_14_14_49\_hypergui_1\spectrum_fromCSV1_(500.0-995.0)_masked_data.xlsx
C:\DKFZ\MLData\data\Cat_Pig\Cat_atlas\Cat_0007_kidney\data\P095_OP059_2021_05_02_Experiment1\2021_05_02_14_15_07,P095_OP059_2021_05_02_Experiment1,2021_05_02_14_15_07,baseline,C:\DKFZ\MLData\data\Cat_Pig\Cat_atlas\Cat_0007_kidney\data\P095_OP059_2021_05_02_Experiment1\2021_05_02_14_15_07\_hypergui_1\mask.csv,C:\DKFZ\MLData\data\Cat_Pig\Cat_atlas\Cat_0007_kidney\data\P095_OP059_2021_05_02_Experiment1\2021_05_02_14_15_07\_hypergui_1\spectrum_fromCSV1_(500.0-995.0)_masked_data.xlsx
C:\DKFZ\MLData\data\Cat_Pig\Cat_atlas\Cat_0007_kidney\data\P095_OP059_2021_05_02_Experiment1\2021_05_02_15_35_57,P095_OP059_2021_05_02_Experiment1,2021_05_02_15_35_57,baseline,C:\DKFZ\MLData\data\Cat_Pig\Cat_atlas\Cat_0007_kidney\data\P095_OP059_2021_05_02_Experiment1\2021_05_02_15_35_57\_hypergui_1\mask.csv,C:\DKFZ\MLData\data\Cat_Pig\Cat_atlas\Cat_0007_kidney\data\P095_OP059_2021_05_02_Experiment1\2021_05_02_15_35_57\_hypergui_1\spectrum_fromCSV1_(500.0-995.0)_masked_data.xlsx
C:\DKFZ\MLData\data\Cat_Pig\Cat_atlas\Cat_0007_kidney\data\P095_OP059_2021_05_02_Experiment1\2021_05_02_15_36_16,P095_OP059_2021_05_02_Experiment1,2021_05_02_15_36_16,baseline,C:\DKFZ\MLData\data\Cat_Pig\Cat_atlas\Cat_0007_kidney\data\P095_OP059_2021_05_02_Experiment1\2021_05_02_15_36_16\_hypergui_1\mask.csv,C:\DKFZ\MLData\data\Cat_Pig\Cat_atlas\Cat_0007_kidney\data\P095_OP059_2021_05_02_Experiment1\2021_05_02_15_36_16\_hypergui_1\spectrum_fromCSV1_(500.0-995.0)_masked_data.xlsx
C:\DKFZ\MLData\data\Cat_Pig\Cat_atlas\Cat_0007_kidney\data\P095_OP059_2021_05_02_Experiment1\2021_05_02_15_36_41,P095_OP059_2021_05_02_Experiment1,2021_05_02_15_36_41,baseline,C:\DKFZ\MLData\data\Cat_Pig\Cat_atlas\Cat_0007_kidney\data\P095_OP059_2021_05_02_Experiment1\2021_05_02_15_36_41\_hypergui_1\mask.csv,C:\DKFZ\MLData\data\Cat_Pig\Cat_atlas\Cat_0007_kidney\data\P095_OP059_2021_05_02_Experiment1\2021_05_02_15_36_41\_hypergui_1\spectrum_fromCSV1_(500.0-995.0)_masked_data.xlsx
C:\DKFZ\MLData\data\Cat_Pig\Cat_atlas\Cat_0007_kidney\data\P095_OP059_2021_05_02_Experiment1\2021_05_02_15_37_02,P095_OP059_2021_05_02_Experiment1,2021_05_02_15_37_02,baseline,C:\DKFZ\MLData\data\Cat_Pig\Cat_atlas\Cat_0007_kidney\data\P095_OP059_2021_05_02_Experiment1\2021_05_02_15_37_02\_hypergui_1\mask.csv,C:\DKFZ\MLData\data\Cat_Pig\Cat_atlas\Cat_0007_kidney\data\P095_OP059_2021_05_02_Experiment1\2021_05_02_15_37_02\_hypergui_1\spectrum_fromCSV1_(500.0-995.0)_masked_data.xlsx
C:\DKFZ\MLData\data\Cat_Pig\Cat_atlas\Cat_0007_kidney\data\P095_OP059_2021_05_02_Experiment1\2021_05_02_15_37_19,P095_OP059_2021_05_02_Experiment1,2021_05_02_15_37_19,baseline,C:\DKFZ\MLData\data\Cat_Pig\Cat_atlas\Cat_0007_kidney\data\P095_OP059_2021_05_02_Experiment1\2021_05_02_15_37_19\_hypergui_1\mask.csv,C:\DKFZ\MLData\data\Cat_Pig\Cat_atlas\Cat_0007_kidney\data\P095_OP059_2021_05_02_Experiment1\2021_05_02_15_37_19\_hypergui_1\spectrum_fromCSV1_(500.0-995.0)_masked_data.xlsx
C:\DKFZ\MLData\data\Cat_Pig\Cat_atlas\Cat_0007_kidney\data\P095_OP059_2021_05_02_Experiment1\2021_05_02_15_37_36,P095_OP059_2021_05_02_Experiment1,2021_05_02_15_37_36,baseline,C:\DKFZ\MLData\data\Cat_Pig\Cat_atlas\Cat_0007_kidney\data\P095_OP059_2021_05_02_Experiment1\2021_05_02_15_37_36\_hypergui_1\mask.csv,C:\DKFZ\MLData\data\Cat_Pig\Cat_atlas\Cat_0007_kidney\data\P095_OP059_2021_05_02_Experiment1\2021_05_02_15_37_36\_hypergui_1\spectrum_fromCSV1_(500.0-995.0)_masked_data.xlsx
C:\DKFZ\MLData\data\Cat_Pig\Cat_atlas\Cat_0007_kidney\data\P095_OP059_2021_05_02_Experiment1\2021_05_02_15_38_03,P095_OP059_2021_05_02_Experiment1,2021_05_02_15_38_03,baseline,C:\DKFZ\MLData\data\Cat_Pig\Cat_atlas\Cat_0007_kidney\data\P095_OP059_2021_05_02_Experiment1\2021_05_02_15_38_03\_hypergui_1\mask.csv,C:\DKFZ\MLData\data\Cat_Pig\Cat_atlas\Cat_0007_kidney\data\P095_OP059_2021_05_02_Experiment1\2021_05_02_15_38_03\_hypergui_1\spectrum_fromCSV1_(500.0-995.0)_masked_data.xlsx
C:\DKFZ\MLData\data\Cat_Pig\Cat_atlas\Cat_0007_kidney\data\P095_OP059_2021_05_02_Experiment1\2021_05_02_15_38_20,P095_OP059_2021_05_02_Experiment1,2021_05_02_15_38_20,baseline,C:\DKFZ\MLData\data\Cat_Pig\Cat_atlas\Cat_0007_kidney\data\P095_OP059_2021_05_02_Experiment1\2021_05_02_15_38_20\_hypergui_1\mask.csv,C:\DKFZ\MLData\data\Cat_Pig\Cat_atlas\Cat_0007_kidney\data\P095_OP059_2021_05_02_Experiment1\2021_05_02_15_38_20\_hypergui_1\spectrum_fromCSV1_(500.0-995.0)_masked_data.xlsx
C:\DKFZ\MLData\data\Cat_Pig\Cat_atlas\Cat_0007_kidney\data\P095_OP059_2021_05_02_Experiment1\2021_05_02_15_38_37,P095_OP059_2021_05_02_Experiment1,2021_05_02_15_38_37,baseline,C:\DKFZ\MLData\data\Cat_Pig\Cat_atlas\Cat_0007_kidney\data\P095_OP059_2021_05_02_Experiment1\2021_05_02_15_38_37\_hypergui_1\mask.csv,C:\DKFZ\MLData\data\Cat_Pig\Cat_atlas\Cat_0007_kidney\data\P095_OP059_2021_05_02_Experiment1\2021_05_02_15_38_37\_hypergui_1\spectrum_fromCSV1_(500.0-995.0)_masked_data.xlsx
C:\DKFZ\MLData\data\Cat_Pig\Cat_atlas\Cat_0007_kidney\data\P095_OP059_2021_05_02_Experiment1\2021_05_02_15_39_00,P095_OP059_2021_05_02_Experiment1,2021_05_02_15_39_00,baseline,C:\DKFZ\MLData\data\Cat_Pig\Cat_atlas\Cat_0007_kidney\data\P095_OP059_2021_05_02_Experiment1\2021_05_02_15_39_00\_hypergui_1\mask.csv,C:\DKFZ\MLData\data\Cat_Pig\Cat_atlas\Cat_0007_kidney\data\P095_OP059_2021_05_02_Experiment1\2021_05_02_15_39_00\_hypergui_1\spectrum_fromCSV1_(500.0-995.0)_masked_data.xlsx
C:\DKFZ\MLData\data\Cat_Pig\Cat_atlas\Cat_0007_kidney\data\P095_OP059_2021_05_02_Experiment1\2021_05_02_15_39_17,P095_OP059_2021_05_02_Experiment1,2021_05_02_15_39_17,baseline,C:\DKFZ\MLData\data\Cat_Pig\Cat_atlas\Cat_0007_kidney\data\P095_OP059_2021_05_02_Experiment1\2021_05_02_15_39_17\_hypergui_1\mask.csv,C:\DKFZ\MLData\data\Cat_Pig\Cat_atlas\Cat_0007_kidney\data\P095_OP059_2021_05_02_Experiment1\2021_05_02_15_39_17\_hypergui_1\spectrum_fromCSV1_(500.0-995.0)_masked_data.xlsx
C:\DKFZ\MLData\data\Cat_Pig\Cat_atlas\Cat_0007_kidney\data\P095_OP059_2021_05_02_Experiment1\2021_05_02_15_39_38,P095_OP059_2021_05_02_Experiment1,2021_05_02_15_39_38,baseline,C:\DKFZ\MLData\data\Cat_Pig\Cat_atlas\Cat_0007_kidney\data\P095_OP059_2021_05_02_Experiment1\2021_05_02_15_39_38\_hypergui_1\mask.csv,C:\DKFZ\MLData\data\Cat_Pig\Cat_atlas\Cat_0007_kidney\data\P095_OP059_2021_05_02_Experiment1\2021_05_02_15_39_38\_hypergui_1\spectrum_fromCSV1_(500.0-995.0)_masked_data.xlsx
C:\DKFZ\MLData\data\Cat_Pig\Cat_atlas\Cat_0007_kidney\data\P095_OP059_2021_05_02_Experiment1\2021_05_02_15_40_01,P095_OP059_2021_05_02_Experiment1,2021_05_02_15_40_01,baseline,C:\DKFZ\MLData\data\Cat_Pig\Cat_atlas\Cat_0007_kidney\data\P095_OP059_2021_05_02_Experiment1\2021_05_02_15_40_01\_hypergui_1\mask.csv,C:\DKFZ\MLData\data\Cat_Pig\Cat_atlas\Cat_0007_kidney\data\P095_OP059_2021_05_02_Experiment1\2021_05_02_15_40_01\_hypergui_1\spectrum_fromCSV1_(500.0-995.0)_masked_data.xlsx
